Name,Decade
Cycloneda.munda,1990
Cycloneda.munda,1980
Cycloneda.munda,1980
Cycloneda.munda,1990
Cycloneda.munda,1990
Cycloneda.munda,1980
Cycloneda.munda,1980
Cycloneda.munda,1990
Cycloneda.munda,1990
Cycloneda.munda,1990
Cycloneda.munda,1930
Cycloneda.munda,1970
Cycloneda.munda,1960
Cycloneda.munda,1950
Cycloneda.munda,1950
Cycloneda.munda,1950
Cycloneda.munda,1980
Cycloneda.munda,1980
Cycloneda.munda,1930
Cycloneda.munda,1960
Cycloneda.munda,2000
Coccinella.septempunctata,2000
Coccinella.septempunctata,2000
Coccinella.septempunctata,2010
Coccinella.septempunctata,2010
Coccinella.septempunctata,1990
Coleomegilla.maculata,2010
Coleomegilla.maculata,2010
Coleomegilla.maculata,2010
Coleomegilla.maculata,2010
Coleomegilla.maculata,2010
Coleomegilla.maculata,2010
Coleomegilla.maculata,2010
Coleomegilla.maculata,2000
Coleomegilla.maculata,1960
Coleomegilla.maculata,2010
Coleomegilla.maculata,2000
Coleomegilla.maculata,1960
Coleomegilla.maculata,2010
Coleomegilla.maculata,2010
Coleomegilla.maculata,1920
Coleomegilla.maculata,1960
Coleomegilla.maculata,1930
Coleomegilla.maculata,1930
Coleomegilla.maculata,2000
Coleomegilla.maculata,1950
Coleomegilla.maculata,1930
Coleomegilla.maculata,1950
Coleomegilla.maculata,1930
Coleomegilla.maculata,1960
Coleomegilla.maculata,1920
Coleomegilla.maculata,1920
Coleomegilla.maculata,1920
Coleomegilla.maculata,1920
Brachiacantha.ursina,1920
Brachiacantha.ursina,1920
Brachiacantha.ursina,1920
Brachiacantha.ursina,1950
Brachiacantha.ursina,1920
Brachiacantha.ursina,1930
Brachiacantha.ursina,1930
Brachiacantha.ursina,1920
Brachiacantha.ursina,1930
Brachiacantha.ursina,1920
Brachiacantha.ursina,1920
Brachiacantha.ursina,1920
Brachiacantha.ursina,1920
Brachiacantha.ursina,1930
Brachiacantha.ursina,1920
Brachiacantha.ursina,1950
Brachiacantha.ursina,1950
Brachiacantha.ursina,1930
Brachiacantha.ursina,1930
Brachiacantha.ursina,1940
Brachiacantha.ursina,1910
Brachiacantha.ursina,1960
Brachiacantha.ursina,1950
Brachiacantha.ursina,1930
Brachiacantha.ursina,1920
Chilocorus.stigma,1950
Chilocorus.stigma,1990
Chilocorus.stigma,1980
Chilocorus.stigma,1980
Chilocorus.stigma,1990
Chilocorus.stigma,1990
Chilocorus.stigma,1990
Chilocorus.stigma,1980
Chilocorus.stigma,1990
Chilocorus.stigma,1990
Chilocorus.stigma,1990
Chilocorus.stigma,1990
Chilocorus.stigma,1990
Chilocorus.stigma,1990
Chilocorus.stigma,1980
Chilocorus.stigma,1980
Chilocorus.stigma,1990
Chilocorus.stigma,1980
Chilocorus.stigma,1920
Chilocorus.stigma,1920
Chilocorus.stigma,1960
Chilocorus.stigma,1940
Chilocorus.stigma,1960
Chilocorus.stigma,1930
Chilocorus.stigma,1960
Chilocorus.stigma,2000
Hippodamia.convergens,1920
Hippodamia.convergens,2010
Hippodamia.convergens,1960
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1960
Hippodamia.convergens,1960
Hippodamia.convergens,1960
Hippodamia.convergens,1960
Hippodamia.convergens,1950
Hippodamia.convergens,1950
Hippodamia.convergens,1970
Hippodamia.convergens,1970
Hippodamia.convergens,1970
Hippodamia.convergens,1920
Hippodamia.convergens,1920
Hippodamia.convergens,1970
Hippodamia.convergens,1950
Hippodamia.convergens,1950
Hippodamia.convergens,1960
Hippodamia.convergens,2010
Hippodamia.convergens,1950
Hippodamia.convergens,1960
Hippodamia.convergens,1950
Hippodamia.convergens,1960
Hippodamia.convergens,2010
Hippodamia.convergens,2010
Hippodamia.convergens,2010
Hippodamia.convergens,2010
Hippodamia.convergens,2010
Hippodamia.convergens,2010
Hippodamia.convergens,2010
Hippodamia.convergens,2010
Hippodamia.convergens,1930
Hippodamia.convergens,2010
Hippodamia.convergens,2010
Hyperaspis.undulata,1930
Hyperaspis.undulata,1920
Hyperaspis.undulata,1920
Hyperaspis.undulata,1930
Hyperaspis.undulata,1920
Hyperaspis.undulata,1920
Hyperaspis.undulata,1920
Hyperaspis.undulata,2000
Hyperaspis.undulata,2000
Hippodamia.parenthesis,1960
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1970
Hippodamia.parenthesis,2000
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1960
Hippodamia.parenthesis,1960
Hippodamia.parenthesis,1960
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,2010
Hippodamia.parenthesis,1950
Hippodamia.parenthesis,1950
Hippodamia.parenthesis,1950
Hippodamia.parenthesis,2000
Hippodamia.parenthesis,2000
Hippodamia.variegata,2010
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1920
Brachiacantha.ursina,1920
Coccinella.novemnotata,1920
Coccinella.trifasciata,1920
Hippodamia.convergens,1980
Hippodamia.convergens,1920
Hippodamia.convergens,1920
Hippodamia.parenthesis,1910
Hippodamia.parenthesis,1920
Hippodamia.tredecimpunctata,1920
Psyllobora.vigintimaculata,1940
Coccinella.novemnotata,1920
Coccinella.novemnotata,1950
Coccinella.novemnotata,1950
Coccinella.novemnotata,1950
Coccinella.novemnotata,1950
Coccinella.novemnotata,1950
Coccinella.novemnotata,1930
Coccinella.novemnotata,1920
Coccinella.novemnotata,1920
Coccinella.transversoguttata,1920
Coccinella.transversoguttata,1950
Coccinella.transversoguttata,1970
Coccinella.transversoguttata,1920
Coccinella.transversoguttata,1950
Coccinella.transversoguttata,1970
Coccinella.transversoguttata,1920
Coccinella.transversoguttata,1960
Coccinella.transversoguttata,1950
Coccinella.transversoguttata,1950
Coccinella.transversoguttata,1970
Coccinella.transversoguttata,1970
Coccinella.transversoguttata,1920
Coccinella.transversoguttata,1960
Hippodamia.convergens,1900
Hippodamia.convergens,1900
Hippodamia.convergens,1970
Coleomegilla.maculata,1910
Coleomegilla.maculata,1960
Coleomegilla.maculata,1970
Coleomegilla.maculata,1970
Coleomegilla.maculata,1970
Coleomegilla.maculata,1960
Coleomegilla.maculata,1970
Coleomegilla.maculata,1970
Coleomegilla.maculata,1970
Coleomegilla.maculata,1970
Coleomegilla.maculata,1970
Coleomegilla.maculata,1910
Hippodamia.parenthesis,1910
Hippodamia.parenthesis,1950
Hippodamia.glacialis,1910
Hippodamia.convergens,1940
Hippodamia.convergens,1900
Chilocorus.stigma,1940
Chilocorus.stigma,1940
Chilocorus.stigma,1940
Coccinella.novemnotata,1900
Brachiacantha.ursina,1960
Adalia.bipunctata,1940
Adalia.bipunctata,1940
Adalia.bipunctata,1940
Adalia.bipunctata,1940
Adalia.bipunctata,1940
Adalia.bipunctata,1990
Adalia.bipunctata,1980
Adalia.bipunctata,1980
Hippodamia.tredecimpunctata,1960
Hippodamia.tredecimpunctata,1970
Coccinella.septempunctata,1980
Coccinella.novemnotata,1970
Adalia.bipunctata,1930
Anatis.labiculata,1940
Anatis.labiculata,1950
Anatis.labiculata,1950
Anatis.labiculata,1970
Anatis.labiculata,1970
Brachiacantha.ursina,1930
Brachiacantha.ursina,1910
Brachiacantha.ursina,1930
Hyperaspis.undulata,1900
Chilocorus.stigma,1900
Chilocorus.stigma,1910
Adalia.bipunctata,1950
Adalia.bipunctata,1920
Adalia.bipunctata,1950
Adalia.bipunctata,1920
Adalia.bipunctata,1950
Adalia.bipunctata,1950
Adalia.bipunctata,1970
Adalia.bipunctata,1960
Adalia.bipunctata,1960
Adalia.bipunctata,1960
Adalia.bipunctata,1960
Adalia.bipunctata,1970
Adalia.bipunctata,1960
Adalia.bipunctata,1930
Adalia.bipunctata,1920
Adalia.bipunctata,1960
Hippodamia.parenthesis,1970
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1960
Hippodamia.parenthesis,2000
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1960
Hippodamia.parenthesis,1960
Hippodamia.parenthesis,1960
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1950
Hippodamia.parenthesis,2010
Hippodamia.parenthesis,2000
Hippodamia.parenthesis,2000
Hippodamia.parenthesis,1950
Hippodamia.parenthesis,1950
Hippodamia.parenthesis,1950
Hippodamia.glacialis,1920
Hippodamia.glacialis,1920
Hippodamia.glacialis,1920
Hippodamia.tredecimpunctata,1910
Hippodamia.tredecimpunctata,1950
Hippodamia.tredecimpunctata,1920
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1920
Hippodamia.tredecimpunctata,1920
Hippodamia.tredecimpunctata,1930
Hippodamia.convergens,1920
Hippodamia.variegata,2010
Anisosticta.bitriangularis,1920
Anisosticta.bitriangularis,1920
Anisosticta.bitriangularis,1970
Anisosticta.bitriangularis,1920
Anisosticta.bitriangularis,1920
Anisosticta.bitriangularis,1920
Anatis.mali,1980
Anatis.mali,1930
Anatis.labiculata,1990
Anatis.labiculata,1990
Anatis.labiculata,1990
Anatis.labiculata,1990
Anatis.labiculata,1980
Anatis.labiculata,1930
Anatis.labiculata,1970
Anatis.labiculata,1990
Anatis.labiculata,1930
Anatis.labiculata,1960
Anatis.labiculata,1950
Anatis.labiculata,1980
Coccinella.undecimpunctata,1950
Coleomegilla.maculata,1970
Coccinella.novemnotata,1920
Coccinella.novemnotata,1920
Coccinella.novemnotata,1920
Adalia.bipunctata,1940
Hippodamia.parenthesis,1920
Hippodamia.parenthesis,1910
Adalia.bipunctata,1920
Adalia.bipunctata,1920
Adalia.bipunctata,1970
Harmonia.axyridis,2000
Harmonia.axyridis,2000
Harmonia.axyridis,2000
Harmonia.axyridis,2000
Harmonia.axyridis,2000
Harmonia.axyridis,2000
Harmonia.axyridis,2000
Hippodamia.convergens,1940
Coleomegilla.maculata,1960
Coccinella.novemnotata,1960
Adalia.bipunctata,1960
Coccinella.novemnotata,1960
Coleomegilla.maculata,1960
Hippodamia.convergens,1960
Coleomegilla.maculata,1930
Coleomegilla.maculata,1930
Coccinella.transversoguttata,1930
Hippodamia.convergens,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Adalia.bipunctata,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.parenthesis,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Psyllobora.vigintimaculata,1930
Cycloneda.munda,1930
Cycloneda.munda,1930
Coccinella.novemnotata,1930
Coccinella.novemnotata,1930
Adalia.bipunctata,1960
Adalia.bipunctata,1930
Coleomegilla.maculata,1930
Coleomegilla.maculata,1930
Coccinella.novemnotata,1960
Coccinella.novemnotata,1960
Coccinella.novemnotata,1930
Coccinella.novemnotata,1930
Coccinella.transversoguttata,1930
Coleomegilla.maculata,1960
Cycloneda.munda,1930
Cycloneda.munda,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1960
Hippodamia.parenthesis,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Harmonia.axyridis,2000
Harmonia.axyridis,2000
Harmonia.axyridis,2000
Neoharmonia.venusta,2000
Adalia.bipunctata,1910
Adalia.bipunctata,1910
Adalia.bipunctata,1910
Hippodamia.glacialis,1900
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1940
Coleomegilla.maculata,1930
Coleomegilla.maculata,1930
Coleomegilla.maculata,1930
Coleomegilla.maculata,1930
Coleomegilla.maculata,1930
Coleomegilla.maculata,1930
Coleomegilla.maculata,1930
Coleomegilla.maculata,1930
Coleomegilla.maculata,1930
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1900
Hippodamia.parenthesis,1900
Hippodamia.parenthesis,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Chilocorus.stigma,1930
Chilocorus.stigma,1900
Hippodamia.quindecimmaculata,1900
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1910
Psyllobora.vigintimaculata,1900
Psyllobora.vigintimaculata,1910
Psyllobora.vigintimaculata,1930
Brachiacantha.ursina,1900
Brachiacantha.ursina,1910
Brachiacantha.ursina,1930
Brachiacantha.ursina,1930
Brachiacantha.ursina,1930
Hyperaspis.undulata,1900
Hyperaspis.undulata,1900
Hyperaspis.undulata,1900
Hyperaspis.undulata,1900
Adalia.bipunctata,1910
Adalia.bipunctata,1910
Brachiacantha.ursina,1910
Brachiacantha.ursina,1930
Brachiacantha.ursina,1930
Brachiacantha.ursina,1930
Brachiacantha.ursina,1930
Chilocorus.stigma,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1930
Hippodamia.convergens,1940
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1930
Hippodamia.parenthesis,1930
Hippodamia.quindecimmaculata,1900
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1910
Psyllobora.vigintimaculata,1910
Psyllobora.vigintimaculata,1930
Psyllobora.vigintimaculata,1980
Harmonia.axyridis,1990
Adalia.bipunctata,1990
Coleomegilla.maculata,1990
Harmonia.axyridis,2010
Harmonia.axyridis,2010
Harmonia.axyridis,2010
Harmonia.axyridis,2010
Harmonia.axyridis,2010
Harmonia.axyridis,2010
Harmonia.axyridis,2010
Harmonia.axyridis,2010
Harmonia.axyridis,2010
Adalia.bipunctata,1990
Adalia.bipunctata,1980
Adalia.bipunctata,1990
Harmonia.axyridis,2010
Hippodamia.convergens,2010
Coleomegilla.maculata,1990
Harmonia.axyridis,1990
Coleomegilla.maculata,2000
Neoharmonia.venusta,1980
Harmonia.axyridis,2010
Coleomegilla.maculata,2010
Harmonia.axyridis,2010
Adalia.bipunctata,1990
Coleomegilla.maculata,2010
Harmonia.axyridis,2010
Harmonia.axyridis,2010
Coccinella.transversoguttata,1980
Coleomegilla.maculata,2010
Coleomegilla.maculata,1990
Coleomegilla.maculata,1990
Coleomegilla.maculata,2010
Coleomegilla.maculata,2010
Coleomegilla.maculata,2010
Harmonia.axyridis,2010
Harmonia.axyridis,2000
Harmonia.axyridis,2010
Harmonia.axyridis,2010
Harmonia.axyridis,2010
Hippodamia.convergens,1990
Adalia.bipunctata,1980
Adalia.bipunctata,1900
Coleomegilla.maculata,1900
Coleomegilla.maculata,1900
Adalia.bipunctata,1900
Cycloneda.munda,1900
Adalia.bipunctata,1900
Adalia.bipunctata,1900
Adalia.bipunctata,1900
Cycloneda.munda,1900
Cycloneda.munda,1900
Coccinella.novemnotata,1900
Coleomegilla.maculata,1900
Coleomegilla.maculata,1900
Coccinella.novemnotata,1900
Hippodamia.tredecimpunctata,1900
Coccinella.novemnotata,1900
Hippodamia.tredecimpunctata,1900
Cycloneda.munda,1900
Hippodamia.convergens,1900
Coleomegilla.maculata,1900
Hippodamia.parenthesis,1900
Hippodamia.tredecimpunctata,1900
Hippodamia.convergens,1900
Hippodamia.convergens,1900
Hippodamia.tredecimpunctata,1900
Hippodamia.parenthesis,1900
Hippodamia.tredecimpunctata,1900
Hippodamia.parenthesis,1900
Hippodamia.parenthesis,1900
Hippodamia.parenthesis,1900
Hippodamia.parenthesis,1900
Adalia.bipunctata,1900
Cycloneda.munda,1900
Cycloneda.munda,1900
Coccinella.trifasciata,1910
Hippodamia.convergens,1930
Hippodamia.glacialis,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.tredecimpunctata,1930
Hippodamia.convergens,1930
Cycloneda.munda,1950
Coccinella.novemnotata,1950
Coleomegilla.maculata,1950
Coccinella.novemnotata,1950
Coccinella.novemnotata,1950
Hippodamia.convergens,1950
Hippodamia.convergens,1950
Coleomegilla.maculata,1950
Coleomegilla.maculata,1950
Hippodamia.convergens,1950
Hippodamia.convergens,1950
Hippodamia.convergens,1950
Hippodamia.convergens,1950
Hippodamia.convergens,1950
Hippodamia.convergens,1950
Hippodamia.convergens,1950
Hippodamia.convergens,1950
Hippodamia.convergens,1950
Coleomegilla.maculata,1950
Coleomegilla.maculata,1950
Cycloneda.munda,1950
Cycloneda.munda,1950
Adalia.bipunctata,1950
Coleomegilla.maculata,1950
Hippodamia.convergens,1950
Coccinella.novemnotata,1950
Coccinella.novemnotata,1950
Coccinella.novemnotata,1950
Hippodamia.convergens,1950
Coleomegilla.maculata,1950
Adalia.bipunctata,1950
Coccinella.novemnotata,1950
Coccinella.novemnotata,1950
Coccinella.novemnotata,1950
Adalia.bipunctata,1950
Coccinella.novemnotata,1950
Hippodamia.convergens,1950
Coleomegilla.maculata,1950
Hippodamia.convergens,1950
Adalia.bipunctata,1950
Adalia.bipunctata,1950
Coleomegilla.maculata,1950
Adalia.bipunctata,1950
Cycloneda.munda,1950
Anatis.labiculata,1950
Coccinella.novemnotata,1950
Cycloneda.munda,1960
Hippodamia.convergens,1960
Hippodamia.convergens,1960
Anatis.mali,1960
Hippodamia.parenthesis,1960
Cycloneda.munda,1960
Hippodamia.convergens,1960
Coleomegilla.maculata,1960
Adalia.bipunctata,1960
Anatis.labiculata,1960
Hippodamia.tredecimpunctata,1960
Hippodamia.convergens,1960
Cycloneda.munda,1960
Adalia.bipunctata,1960
Coleomegilla.maculata,1960
Adalia.bipunctata,1960
Coleomegilla.maculata,1960
Adalia.bipunctata,1960
Hippodamia.convergens,1960
Hippodamia.convergens,1960
Hippodamia.convergens,1960
Hippodamia.convergens,1960
Coleomegilla.maculata,1960
Hippodamia.parenthesis,1960
Adalia.bipunctata,1960
Adalia.bipunctata,1960
Hippodamia.convergens,1960
Coleomegilla.maculata,1960
Adalia.bipunctata,1960
Adalia.bipunctata,1960
Coleomegilla.maculata,1960
Coleomegilla.maculata,1960
Coleomegilla.maculata,1960
Coleomegilla.maculata,1960
Coleomegilla.maculata,1960
Hippodamia.tredecimpunctata,1960
Cycloneda.munda,1960
Hippodamia.parenthesis,1960
Cycloneda.munda,1960
Coleomegilla.maculata,1960
Hippodamia.tredecimpunctata,1960
Hippodamia.tredecimpunctata,1960
Coleomegilla.maculata,1960
Adalia.bipunctata,1960
Adalia.bipunctata,1960
Cycloneda.munda,1960
Coleomegilla.maculata,1960
Adalia.bipunctata,1960
Adalia.bipunctata,1960
Adalia.bipunctata,1960
Adalia.bipunctata,1960
Hippodamia.convergens,1960
Cycloneda.munda,1960
Cycloneda.munda,1960
Coleomegilla.maculata,1970
Coleomegilla.maculata,1970
Cycloneda.munda,1970
Hippodamia.parenthesis,1970
Hippodamia.convergens,1970
Hippodamia.convergens,1970
Hippodamia.convergens,1970
Hippodamia.convergens,1970
Hippodamia.convergens,1970
Hippodamia.convergens,1970
Hippodamia.convergens,1970
Hippodamia.convergens,1970
Hippodamia.convergens,1970
Hippodamia.convergens,1970
Cycloneda.munda,1970
Hippodamia.parenthesis,1970
Hippodamia.parenthesis,1970
Cycloneda.munda,1970
Cycloneda.munda,1970
Hippodamia.parenthesis,1970
Hippodamia.parenthesis,1970
Hippodamia.parenthesis,1970
Adalia.bipunctata,1970
Coleomegilla.maculata,1970
Cycloneda.munda,1970
Coleomegilla.maculata,1970
Coleomegilla.maculata,1970
Coleomegilla.maculata,1970
Coleomegilla.maculata,1970
Hippodamia.convergens,1970
Hippodamia.parenthesis,1970
Hippodamia.convergens,1970
Hippodamia.convergens,1970
Hippodamia.convergens,1970
Hippodamia.convergens,1970
Hippodamia.convergens,1970
Coleomegilla.maculata,1970
Hippodamia.convergens,1970
Hippodamia.parenthesis,1970
Hippodamia.parenthesis,1970
Hippodamia.tredecimpunctata,1970
Adalia.bipunctata,1970
Hippodamia.parenthesis,1970
Cycloneda.munda,1970
Coleomegilla.maculata,1970
Cycloneda.munda,1970
Hippodamia.parenthesis,1970
Hippodamia.parenthesis,1970
Coleomegilla.maculata,1970
Hippodamia.convergens,1970
Adalia.bipunctata,1970
Hippodamia.convergens,1970
Coleomegilla.maculata,1970
Coleomegilla.maculata,1970
Hippodamia.parenthesis,1970
Hippodamia.parenthesis,1970
Coleomegilla.maculata,1970
Adalia.bipunctata,1970
Hippodamia.parenthesis,1970
