Decade,County,Adalia.bipunctata,Anatis.labiculata,Anatis.mali,Anisosticta.bitriangularis,Brachiacantha.ursina,Chilocorus.stigma,Coccinella.novemnotata,Coccinella.septempunctata,Coccinella.transversoguttata,Coccinella.trifasciata,Coccinella.undecimpunctata,Coleomegilla.maculata,Cycloneda.munda,Harmonia.axyridis,Hippodamia.convergens,Hippodamia.glacialis,Hippodamia.parenthesis,Hippodamia.quindecimmaculata,Hippodamia.tredecimpunctata,Hippodamia.variegata,Hyperaspis.undulata,Mulsantina.luteodorsa,Mulsantina.picta,Myzia.pullata,Neoharmonia.venusta,Olla.v-nigrum,Propylea.quatuordecimpunctata,Psyllobora.vigintimaculata,Totalcount,Population,Area,Urban_pop,Density,Prop_urban,Agriculture,Developed,Forest,Nontarget,Ag_change,Dev_change,For_change,Nont_Change,COUNTY_CD,OBJECTID,COUNTY_SEA,ODOT_DISTR,FIPS_COUNT,POP_2010,POP_2000,POP_1990,STATE_PLAN,ELEVATION_,ELEVATION1,LAT_NORTH_,LAT_SOUTH_,LONG_EAST_,LONG_WEST_,AREA_SQMI,AREA_ID,lon,lat,Regions,Decade30,Invasion,Totalinvasive,Totalnative,Propinvasive
1930,Butler,4,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,114084,470.2001799,84756,242.6285758,0.742926265,72.90265442,2.921394465,23.89870104,0.277250089,-0.1753671,0.218847872,-0.055674642,0.01219387,BUT,17,HAMILTON,8,39017,368130,332807,291479,S,1050,530,39.59,39.291,-84.331,-84.82,469.99,84,-84.57579812,39.43852735,IOTP,1920-1940,1Pre-invasion,0,9,0
1930,Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16057,399.0057851,1358,40.24252429,0.084573706,77.22131495,1.633097441,20.22016572,0.925421883,-0.750771185,-0.001512127,0.737918103,0.014365209,CAR,83,CARROLLTON,11,39019,28836,28836,26521,N,1380,900,40.73,40.424,-80.86,-81.322,398.92,19,-81.08995781,40.57953071,AP,1920-1940,1Pre-invasion,0,1,0
1930,Holmes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16726,424.0182617,0,39.44641425,0,80.14823034,0.516387846,18.81757141,0.517810401,-0.47531154,0.003022932,0.466598384,0.005690224,HOL,3,MILLERSBURG,11,39075,42366,38943,32849,N,1380,800,40.669,40.443,-81.648,-82.222,424.03,55,-81.92935579,40.561276,AP,1920-1940,1Pre-invasion,0,2,0
1930,Henry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22524,419.9748001,4545,53.63178932,0.201784763,93.80246062,0.855179947,4.554731517,0.787627918,-0.015810049,0.007366046,0.004132172,0.004311832,HEN,65,NAPOLEON,2,39069,28215,29210,29108,N,760,640,41.489,41.165,-83.88,-84.343,419.7,52,-84.06819426,41.33383332,WLEB,1920-1940,1Pre-invasion,0,0,0
1930,Paulding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15301,418.8962125,0,36.52694759,0,93.44326037,0.561635944,5.807891706,0.187211981,0.000180012,0.003960253,-0.008100518,0.003960253,PAU,10,PAULDING,1,39125,19614,20293,20488,N,780,650,41.254,40.988,-84.34,-84.805,418.79,76,-84.58017051,41.11661904,WLEB,1920-1940,1Pre-invasion,0,0,0
1930,Adams,1,0,0,0,0,0,8,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,2,0,0,0,3,21,20381,585.7856879,0,34.79258784,0,52.53468078,0.394146461,46.68731734,0.383855432,-0.253287984,0.005788705,0.242996954,0.004502326,ADA,20,WEST UNION,9,39001,28550,27330,25371,S,1280,480,39.056,38.599,-83.267,-83.706,586.28,2,-83.47218731,38.84528081,AP,1920-1940,1Pre-invasion,0,21,0
1930,Greene,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,33259,416.2127896,10507,79.90864488,0.315914489,86.14609937,2.922567913,10.7688066,0.162526121,-0.092327896,0.079449153,0.011427618,0.001451126,GRE,61,XENIA,8,39057,161573,147886,136731,S,1135,730,39.85,39.551,-83.647,-84.115,415.97,47,-83.88996178,39.69152279,IOTP,1920-1940,1Pre-invasion,0,2,0
1930,Montgomery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,273481,464.3444281,212994,588.9615196,0.778825586,75.48691181,13.15051418,10.96525398,0.397320037,-0.205963696,0.198660019,0.002434559,0.004869118,MOT,15,DAYTON,7,39113,535153,559062,573809,S,1090,680,39.924,39.577,-84.05,-84.487,464.51,82,-84.29072254,39.7545286,IOTP,1920-1940,1Pre-invasion,0,1,0
1930,Wayne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47024,556.3108323,17954,84.52828396,0.381805036,87.78802841,1.28421691,9.38474532,1.543009355,-0.240655319,0.034920738,0.202080085,0.003654496,WAY,73,WOOSTER,3,39169,114520,111564,101461,N,1320,840,40.993,40.666,-81.647,-82.13,556.92,33,-81.88798062,40.82873586,LEGP,1920-1940,1Pre-invasion,0,0,0
1930,Fairfield,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,10,44010,508.5959272,18716,86.53234846,0.425266985,81.45938123,1.202904052,16.6484768,0.689237924,-0.173050916,0.038258043,0.13197542,0.002817453,FAI,56,LANCASTER,5,39045,146156,122759,103461,S,1240,750,39.941,39.554,-82.366,-82.844,508.54,41,-82.63062678,39.75150147,AP,1920-1940,1Pre-invasion,0,10,0
1930,Defiance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22714,414.1832822,8818,54.84045585,0.38821872,88.36528377,0.802645379,10.35281436,0.479256497,-0.037328109,0.011835742,0.012564095,0.012928272,DEF,78,DEFIANCE,1,39039,39037,39500,39350,N,880,650,41.429,41.164,-84.226,-84.805,414.05,38,-84.49041419,41.32398786,WLEB,1920-1940,1Pre-invasion,0,0,0
1930,Lucas,1,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,8,0,32,0,1,0,0,0,0,0,0,0,55,347709,347.0145405,295306,1002.00124,0.849290642,58.73852254,20.8820256,15.95888981,4.420562048,-0.105427448,0.062604341,0.032823804,0.009999304,LUC,45,TOLEDO,2,39095,441815,455054,462361,N,715,560,41.734,41.413,-83.239,-83.884,346.59,65,-83.65905358,41.6198494,WLEB,1920-1940,1Pre-invasion,0,55,0
1930,Stark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,221784,580.9081748,161448,381.7883955,0.72795152,77.03056768,6.815346225,14.70160116,1.452484924,-0.436161364,0.140491786,0.281243502,0.014426076,STA,32,CANTON,4,39151,375586,378098,367585,N,1350,900,40.99,40.634,-81.086,-81.65,580.23,15,-81.36573245,40.81396848,LEGP,1920-1940,1Pre-invasion,0,1,0
1930,Clinton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21547,412.2846827,5332,52.26243153,0.247459043,90.22553092,0.881939976,8.825250103,0.067279003,-0.033822325,0.018465161,0.009141169,0.006215995,CLI,67,WILMINGTON,8,39027,42040,40543,35415,S,1190,790,39.57,39.222,-83.578,-84.008,412.44,25,-83.80855326,39.41491049,IOTP,1920-1940,1Pre-invasion,0,0,0
1930,Champaign,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,24103,429.7047661,7742,56.0920006,0.321204829,90.4264871,1.018518518,8.180415264,0.374579125,-0.023849607,0.006663861,0.0184133,-0.001227553,CHP,36,URBANA,7,39021,40097,38890,36019,S,1390,950,40.274,40.01,-83.495,-84.037,430.65,20,-83.76945465,40.13768342,IOTP,1920-1940,1Pre-invasion,0,2,0
1930,Huron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,33700,494.5126957,15934,68.14789649,0.472818991,88.78375091,0.990026758,9.81391389,0.412308441,-0.121928971,0.011250304,0.109918511,0.000760156,HUR,4,NORWALK,3,39077,59626,59487,56240,N,1200,600,41.291,40.992,-82.336,-82.843,495.96,56,-82.59783432,41.14629738,WLEB,1920-1940,1Pre-invasion,0,1,0
1930,Portage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42682,507.1042042,16394,84.16810519,0.38409634,64.73748444,0.806451612,31.02804633,3.428017613,-0.492515794,0.078072652,0.360749498,0.053693644,POR,12,RAVENNA,4,39133,161419,152061,142585,N,1340,910,41.349,40.987,-81.001,-81.395,503.99,79,-81.19747479,41.16761649,LEGP,1920-1940,1Pre-invasion,0,0,0
1930,Perry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31445,412.5924782,7152,76.21321682,0.227444745,75.68729527,2.49034862,21.27398222,0.548373889,-0.727874942,-0.012247017,0.728240524,0.011881434,PER,82,NEW LEXINGTON,5,39127,36058,34078,31557,S,1180,700,39.929,39.55,-82.024,-82.474,412.68,85,-82.23599517,39.7369972,AP,1920-1940,1Pre-invasion,0,0,0
1930,Allen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69419,406.8799787,45342,170.6129661,0.653164119,91.32516902,2.387024077,6.000177915,0.287628989,-0.070609952,0.031505753,0.038733543,0.000370656,ALL,22,LIMA,1,39003,106331,108473,109755,N,1070,750,40.921,40.642,-83.879,-84.398,406.65,4,-84.10585479,40.77154007,WLEB,1920-1940,1Pre-invasion,0,0,0
1930,Guernsey,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,41486,528.2915106,18767,78.52861378,0.452369474,74.21454014,1.183898073,23.93940086,0.662160928,-0.869657046,0.011844689,0.844683304,0.013129053,GUE,13,CAMBRIDGE,5,39059,40087,40792,39024,S,1320,760,40.223,39.838,-81.225,-81.729,528.41,80,-81.49433528,40.05203386,AP,1920-1940,1Pre-invasion,0,2,0
1930,Morgan,2,0,0,0,7,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13583,421.8582103,0,32.19802215,0,73.08176461,0.267494421,25.81392688,0.836814098,-0.850045774,0.003039709,0.830019454,0.016986611,MRG,52,MCCONNELSVILLE,10,39115,15054,14897,14194,S,1160,620,39.771,39.449,-81.586,-82.081,421.62,72,-81.85292629,39.62025138,AP,1920-1940,1Pre-invasion,0,15,0
1930,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24316,423.0502233,8366,57.47780916,0.344053298,88.61964764,0.962141513,10.0176749,0.400535949,-0.062717373,0.010868636,0.049888819,0.001959918,WIL,76,BRYAN,2,39171,37642,39188,36956,N,1090,675,41.707,41.425,-84.341,-84.807,423.13,36,-84.5875141,41.56071091,WLEB,1920-1940,1Pre-invasion,0,0,0
1930,Fayette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20755,407.0773975,8426,50.98539032,0.405974464,95.46814815,0.725925926,3.583703704,0.222222222,-0.015740741,0.007777778,0.010555556,-0.002592593,FAY,57,WASHINGTON COURT HOUSE,6,39047,29030,28433,27466,S,1130,800,39.717,39.376,-83.255,-83.67,407.05,42,-83.45614827,39.55975027,IOTP,1920-1940,1Pre-invasion,0,0,0
1930,Delaware,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26016,455.9736449,8675,57.0559292,0.333448647,82.21580115,0.79559848,15.46469285,1.523907537,-0.132764672,0.037767838,0.061846897,0.033149937,DEL,79,DELAWARE,6,39041,174214,109989,66929,N,1250,760,40.444,40.125,-82.744,-83.251,457.59,39,-83.00482404,40.27837211,IOTP,1920-1940,1Pre-invasion,0,1,0
1930,Madison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20253,465.9406905,4141,43.46690558,0.204463536,95.69134655,0.826104915,3.237298638,0.245249897,-0.022266109,0.010326311,0.012262495,-0.000322697,MAD,46,LONDON,6,39097,43435,40213,37068,S,1205,830,40.112,39.695,-83.206,-83.654,467.31,66,-83.40046131,39.89400874,IOTP,1920-1940,1Pre-invasion,0,0,0
1930,Summit,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,6,0,1,0,3,0,0,0,0,0,0,4,20,344131,420.0610528,298771,819.2404359,0.86818973,56.46217474,13.08662186,27.64518353,2.806019875,-0.60134126,0.27625797,0.316826067,0.008257223,SUM,34,AKRON,4,39153,541781,542899,514990,N,1320,610,41.352,40.906,-81.391,-81.69,420.01,17,-81.53227807,41.12581329,LEGP,1920-1940,1Pre-invasion,0,20,0
1930,Columbiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86484,535.1811095,50527,161.597632,0.584235234,67.46864284,2.865006317,28.63427179,1.032079048,-0.434685752,0.037222523,0.381530861,0.015932368,COL,69,LISBON,11,39029,107841,112075,108276,N,1440,660,40.931,40.581,-80.518,-81.088,534.79,27,-80.77728502,40.76840629,LEGP,1920-1940,1Pre-invasion,0,0,0
1930,Clark,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,90936,403.7946845,68743,225.2035589,0.755949239,87.41969379,3.89672771,8.522966076,0.160612428,-0.09362804,0.075052537,0.016886821,0.001688682,CLA,38,SPRINGFIELD,7,39023,138333,144742,147548,S,1300,820,40.041,39.769,-83.519,-84.054,401.41,22,-83.78417313,39.91660854,IOTP,1920-1940,1Pre-invasion,0,9,0
1930,Jackson,2,0,0,0,3,0,0,0,0,0,0,7,0,0,1,0,3,0,0,0,4,0,0,0,1,0,0,1,22,25040,421.4991208,11241,59.40700411,0.448921725,70.17420905,1.629097774,27.76760684,0.429086332,-0.841545569,0.016627095,0.819912467,0.005006007,JAC,6,JACKSON,9,39079,33225,32641,30230,S,1040,600,39.209,38.844,-82.425,-82.808,421.48,57,-82.61855644,39.01956794,AP,1920-1940,1Pre-invasion,0,22,0
1930,Preble,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22455,426.3253099,3347,52.67104598,0.149053663,88.27731568,0.427205341,11.20353081,0.09194817,-0.039077972,0.017328694,0.016975047,0.004774232,PRE,19,EATON,8,39135,42270,42337,40113,S,1240,760,39.919,39.566,-84.478,-84.816,426.5,1,-84.64795817,39.74142435,IOTP,1920-1940,1Pre-invasion,0,0,0
1930,Pickaway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,27238,506.7893478,7369,53.74619675,0.270541156,91.57176213,0.497951016,7.695606595,0.234680263,-0.035291385,0.02471886,0.003573811,0.006998713,PIC,87,CIRCLEVILLE,6,39129,55698,52727,48255,S,1090,630,39.813,39.467,-82.731,-83.265,506.13,77,-83.02428951,39.64179329,IOTP,1920-1940,1Pre-invasion,0,1,0
1930,Ashland,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26867,426.8442626,11141,62.94333169,0.414672275,79.21214864,0.856851989,18.92426898,1.006730388,-0.346770545,0.011665064,0.334398507,0.000706974,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,LEGP,1920-1940,1Pre-invasion,0,2,0
1930,Hamilton,0,0,0,0,5,0,0,0,0,0,0,4,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,1,20,589356,412.783997,530170,1427.758838,0.899575129,30.78193511,32.7506577,35.11838644,1.349020754,-0.288840982,0.380005846,-0.095732242,0.004567378,HAM,62,CINCINNATI,8,39061,802374,845303,866228,S,960,460,39.313,39.024,-84.259,-84.821,412.49,48,-84.5426678,39.19551487,IOTP,1920-1940,1Pre-invasion,0,20,0
1930,Morrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14489,407.3550166,0,35.56848304,0,89.18246445,0.294727489,10.36285546,0.159952606,-0.247334123,0.004628258,0.238262737,0.004443128,MRW,53,MOUNT GILEAD,6,39117,34827,31628,27749,N,1480,910,40.714,40.345,-82.623,-83.022,407.19,73,-82.79411522,40.52397039,IOTP,1920-1940,1Pre-invasion,0,0,0
1930,Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50320,620.5390077,9870,81.09079264,0.196144674,93.92834927,1.240183501,4.264831662,0.566635565,-0.039484682,0.026728093,0.008747376,0.004009214,WOO,77,BOWLING GREEN,2,39173,125488,121065,113269,N,785,575,41.62,41.165,-83.414,-83.885,620.65,37,-83.62311274,41.3616828,WLEB,1920-1940,1Pre-invasion,0,0,0
1930,Franklin,6,1,0,0,14,0,12,0,2,2,0,7,5,0,7,0,12,0,2,0,2,0,0,0,0,0,0,0,72,361055,543.3247829,310256,664.5288626,0.859303984,73.94192804,14.65329844,10.92121025,0.483563285,-0.379447451,0.340490661,0.022320438,0.016636352,FRA,5,COLUMBUS,6,39049,1163414,1068978,961437,S,1130,670,40.144,39.794,-82.761,-83.255,543.97,143,-83.00939069,39.96942391,IOTP,1920-1940,1Pre-invasion,0,72,0
1930,Erie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42133,256.5773663,24622,164.2116786,0.584387535,78.80622837,3.00430188,13.96006734,4.229402412,-0.199604882,0.067509118,0.125374076,0.006721687,ERI,80,SANDUSKY,3,39043,77079,79551,76779,N,890,545,41.617,41.283,-82.341,-82.902,258.46,101,-82.61996528,41.36468841,WLEB,1920-1940,1Pre-invasion,0,0,0
1930,Mahoning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,236142,423.3810368,202333,557.7528974,0.856827671,59.91029353,11.18633964,25.33497984,3.568386987,-0.396724011,0.093503378,0.290091126,0.013129507,MAH,47,YOUNGSTOWN,4,39099,238823,257555,264806,N,1310,800,41.135,40.897,-80.518,-81.088,424.93,67,-80.77641875,41.01467315,LEGP,1920-1940,1Pre-invasion,0,2,0
1930,Trumbull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123063,634.714985,74863,193.8870247,0.608330692,66.37986643,3.158913258,28.1522729,2.308947408,-0.579015519,0.104585642,0.411583631,0.062846247,TRU,35,WARREN,4,39155,210312,225116,227813,N,1280,790,41.502,41.132,-80.518,-81.004,635.86,18,-80.7612936,41.31693901,LEGP,1920-1940,1Pre-invasion,0,0,0
1930,Coshocton,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28976,567.5733154,10908,51.05243537,0.376449475,76.39615499,1.833184467,20.57547531,1.195185232,-0.704191655,-0.001594998,0.687710008,0.018076645,COS,70,COSHOCTON,5,39031,36901,36655,35427,N,1300,720,40.457,40.15,-81.615,-82.197,567.49,30,-81.92007555,40.30164045,AP,1920-1940,1Pre-invasion,0,1,0
1930,Clermont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29786,457.6712534,0,65.08164928,0,60.69142797,-0.146889098,38.8495436,0.605917532,-0.20590704,0.131806736,0.072460917,0.001639387,CLE,39,BATAVIA,8,39025,197363,177977,150187,S,970,460,39.272,38.772,-83.992,-84.321,459.66,23,-84.15180524,39.04730051,IOTP,1920-1940,1Pre-invasion,0,0,0
1930,Jefferson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88307,410.8725212,47496,214.9255437,0.537850906,48.84094256,4.496318115,45.30044183,1.362297496,-0.440905744,0.00865243,0.413291605,0.018961708,JEF,7,STEUBENVILLE,11,39081,69709,73894,80298,N,1420,640,40.6,40.154,-80.599,-80.943,410.19,58,-80.76154334,40.38479536,AP,1920-1940,1Pre-invasion,0,0,0
1930,Putnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25074,484.2260971,0,51.78159573,0,93.69083209,0.682610862,5.42850025,0.198056801,0.011366467,0.005605381,-0.014636273,-0.002335575,PUT,21,OTTAWA,1,39137,34499,34726,33819,N,820,665,41.169,40.858,-83.88,-84.4,484.06,3,-84.13178645,41.02207447,WLEB,1920-1940,1Pre-invasion,0,0,0
1930,Pike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,5,13876,443.941743,0,31.25635338,0,58.40309867,0.5585757,40.70807285,0.330252786,-0.597478934,0.014440065,0.572675999,0.01036287,PIK,11,WAVERLY,9,39131,28709,27695,24249,S,1320,500,39.198,38.948,-82.789,-83.386,443.93,78,-83.06700227,39.0774259,AP,1920-1940,1Pre-invasion,0,5,0
