County,Num,Name,Genus,Species,Subspecies,Regions,Landscape,Location,GPS,Habitat,ColMethod,Date,Year,Decade,HDecade,Decade30,Invasion,Museum,Source,Notes,COUNTY_CD,OBJECTID,COUNTY_SEA,ODOT_DISTR,FIPS_COUNT,POP_2010,POP_2000,POP_1990,STATE_PLAN,ELEVATION_,ELEVATION1,LAT_NORTH_,LAT_SOUTH_,LONG_EAST_,LONG_WEST_,AREA_SQMI,AREA_ID,lon,lat,YearGroup
Adams,4090,Mulsantina picta,Mulsantina,picta,,AP,Rural,"Adams Co., OH",,,,30-Sep-34,1934,1930,1930-1934,1920-1940,1Pre-invasion,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 761316,ADA,20,WEST UNION,9,39001,28550,27330,25371,S,1280,480,39.056,38.599,-83.267,-83.706,586.28,2,-83.47218731,38.84528081,1938
Adams,1783,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,AP,Rural,Blue Creek,,,,26-Aug-37,1937,1930,1935-1939,1920-1940,1Pre-invasion,"Michigan State University, A.J. Cook Arthropod Research Collection",Museum,,ADA,20,WEST UNION,9,39001,28550,27330,25371,S,1280,480,39.056,38.599,-83.267,-83.706,586.28,2,-83.47218731,38.84528081,1938
Adams,1785,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,AP,Rural,Meigs Twnp.,,,,12-Aug-39,1939,1930,1935-1939,1920-1940,1Pre-invasion,"Michigan State University, A.J. Cook Arthropod Research Collection",Museum,,ADA,20,WEST UNION,9,39001,28550,27330,25371,S,1280,480,39.056,38.599,-83.267,-83.706,586.28,2,-83.47218731,38.84528081,1970
Adams,3451,Coleomegilla maculata,Coleomegilla,maculata,lengi ,AP,Rural,"Adams Co., OH",,,,12-Aug-85,1985,1980,1985-1989,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 765268,ADA,20,WEST UNION,9,39001,28550,27330,25371,S,1280,480,39.056,38.599,-83.267,-83.706,586.28,2,-83.47218731,38.84528081,1992
Adams,3448,Coleomegilla maculata,Coleomegilla,maculata,lengi ,AP,Rural,"Adams Co., OH",,,,16-Jul-85,1985,1980,1985-1989,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 765265,ADA,20,WEST UNION,9,39001,28550,27330,25371,S,1280,480,39.056,38.599,-83.267,-83.706,586.28,2,-83.47218731,38.84528081,1992
Adams,3916,Hippodamia parenthesis,Hippodamia,parenthesis,,AP,Rural,"1mi S Beasley Fork, Adams Co., OH",,,,29-Jul-85,1985,1980,1985-1989,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 550569,ADA,20,WEST UNION,9,39001,28550,27330,25371,S,1280,480,39.056,38.599,-83.267,-83.706,586.28,2,-83.47218731,38.84528081,1992
Adams,505,Coleomegilla maculata,Coleomegilla,maculata,,AP,Rural,10 mi E Aberdeen,,,,1-Aug-70,1970,1970,1970-1974,1950-1970,1Pre-invasion,Illinois Natural History Survey,Museum,,ADA,20,WEST UNION,9,39001,28550,27330,25371,S,1280,480,39.056,38.599,-83.267,-83.706,586.28,2,-83.47218731,38.84528081,1970
Adams,3658,Cycloneda munda,Cycloneda,munda,,AP,Rural,"2mi S Youngsville, Adams Co., OH",,,,15-Jul-85,1985,1980,1985-1989,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 763993,ADA,20,WEST UNION,9,39001,28550,27330,25371,S,1280,480,39.056,38.599,-83.267,-83.706,586.28,2,-83.47218731,38.84528081,1992
Adams,3449,Coleomegilla maculata,Coleomegilla,maculata,lengi ,AP,Rural,"Adams Co., OH",,,,16-Jul-85,1985,1980,1985-1989,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 765266,ADA,20,WEST UNION,9,39001,28550,27330,25371,S,1280,480,39.056,38.599,-83.267,-83.706,586.28,2,-83.47218731,38.84528081,1992
Adams,3398,Coleomegilla maculata,Coleomegilla,maculata,lengi ,AP,Rural,"1mi S Beasley Fork, Adams Co., OH",,,,29-Jul-85,1985,1980,1985-1989,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 548831,ADA,20,WEST UNION,9,39001,28550,27330,25371,S,1280,480,39.056,38.599,-83.267,-83.706,586.28,2,-83.47218731,38.84528081,1992
Adams,3450,Coleomegilla maculata,Coleomegilla,maculata,lengi ,AP,Rural,"Adams Co., OH",,,,16-Jul-85,1985,1980,1985-1989,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 765267,ADA,20,WEST UNION,9,39001,28550,27330,25371,S,1280,480,39.056,38.599,-83.267,-83.706,586.28,2,-83.47218731,38.84528081,1992
Adams,862,Hippodamia tredecimpunctata,Hippodamia,tredecimpunctata,,AP,Rural,West Union,,,,19-Jul-68,1968,1960,1965-1969,1950-1970,1Pre-invasion,Boonshoft Musuem of Discovery,Museum,,ADA,20,WEST UNION,9,39001,28550,27330,25371,S,1280,480,39.056,38.599,-83.267,-83.706,586.28,2,-83.47218731,38.84528081,1970
Adams,3452,Coleomegilla maculata,Coleomegilla,maculata,lengi ,AP,Rural,"1mi S Beasley Fork, Adams Co., OH",,,,29-Jul-85,1985,1980,1985-1989,1980-2000,2Csept,"Ohio State University, C.A. Triplehorn Insect Collection",Museum,OSUC 765269,ADA,20,WEST UNION,9,39001,28550,27330,25371,S,1280,480,39.056,38.599,-83.267,-83.706,586.28,2,-83.47218731,38.84528081,1992
Allen,1468,Hippodamia convergens,Hippodamia,convergens,,WLEB,Rural,Delphos,,,,10-Jun-54,1954,1950,1950-1954,1950-1970,1Pre-invasion,"Michigan State University, A.J. Cook Arthropod Research Collection",Museum,,ALL,22,LIMA,1,39003,106331,108473,109755,N,1070,750,40.921,40.642,-83.879,-84.398,406.65,4,-84.10585479,40.77154007,1970
Allen,2383,Harmonia axyridis,Harmonia,axyridis,,WLEB,Rural,Lima,,,,23-Jun-10,2010,2010,2010-2014,2010-2018,4Pquat,LLP,Museum,,ALL,22,LIMA,1,39003,106331,108473,109755,N,1070,750,40.921,40.642,-83.879,-84.398,406.65,4,-84.10585479,40.77154007,2016
Allen,2381,Harmonia axyridis,Harmonia,axyridis,,WLEB,Rural,Lima,,,,23-Jun-10,2010,2010,2010-2014,2010-2018,4Pquat,LLP,Museum,,ALL,22,LIMA,1,39003,106331,108473,109755,N,1070,750,40.921,40.642,-83.879,-84.398,406.65,4,-84.10585479,40.77154007,2016
Allen,2380,Harmonia axyridis,Harmonia,axyridis,,WLEB,Rural,Lima,,,,23-Jun-10,2010,2010,2010-2014,2010-2018,4Pquat,LLP,Museum,,ALL,22,LIMA,1,39003,106331,108473,109755,N,1070,750,40.921,40.642,-83.879,-84.398,406.65,4,-84.10585479,40.77154007,2016
Allen,2382,Harmonia axyridis,Harmonia,axyridis,,WLEB,Rural,Lima,,,,23-Jun-10,2010,2010,2010-2014,2010-2018,4Pquat,LLP,Museum,,ALL,22,LIMA,1,39003,106331,108473,109755,N,1070,750,40.921,40.642,-83.879,-84.398,406.65,4,-84.10585479,40.77154007,2016
Allen,2279,Coccinella septempunctata,Coccinella,septempunctata,,WLEB,Rural,Bluffton,,,,15-Jun-10,2010,2010,2010-2014,2010-2018,4Pquat,LLP,Museum,,ALL,22,LIMA,1,39003,106331,108473,109755,N,1070,750,40.921,40.642,-83.879,-84.398,406.65,4,-84.10585479,40.77154007,2016
Ashland,517,Harmonia axyridis,Harmonia,axyridis,,LEGP,Rural,Jeromesville,,,,3-Aug-01,2001,2000,2000-2004,1980-2000,3Haxyridis,Enns Entomology Museum,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,2016
Ashland,2140,Coleomegilla maculata,Coleomegilla,maculata,,LEGP,Rural,,,,,24-May-86,1986,1980,1985-1989,1980-2000,2Csept,Brigham Young University,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,1992
Ashland,2137,Adalia bipunctata,Adalia,bipunctata,,LEGP,Rural,,,,,24-May-86,1986,1980,1985-1989,1980-2000,2Csept,Brigham Young University,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,1992
Ashland,275,Chilocorus stigma,Chilocorus,stigma,,LEGP,Rural,Loudonville,,,,30-May-37,1937,1930,1935-1939,1920-1940,1Pre-invasion,Cleveland Museum of Natural History,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,1938
Ashland,500,Anatis labiculata,Anatis,labiculata,,LEGP,Rural,Loudonville,,,,16-May-37,1937,1930,1935-1939,1920-1940,1Pre-invasion,Cleveland Museum of Natural History,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,1938
Ashland,2141,Coleomegilla maculata,Coleomegilla,maculata,,LEGP,Rural,,,,,24-May-86,1986,1980,1985-1989,1980-2000,2Csept,Brigham Young University,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,1992
Ashland,2117,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Rural,,,,,24-May-86,1986,1980,1985-1989,1980-2000,2Csept,Brigham Young University,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,1992
Ashland,4908,Propylea quatuordecimpunctata,Propylea,quatuordecimpunctata,,LEGP,Rural,"179 Ronald Ave, Ashland, OH",40.868767; -82.300794,home garden,sticky trap,,2014,2010,2010-2014,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  972 ,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,2016
Ashland,2157,Cycloneda munda,Cycloneda,munda,,LEGP,Rural,,,,,24-May-86,1986,1980,1985-1989,1980-2000,2Csept,Brigham Young University,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,1992
Ashland,516,Harmonia axyridis,Harmonia,axyridis,,LEGP,Rural,"County Road 2000, Jeromesville",,,,2-Aug-01,2001,2000,2000-2004,1980-2000,3Haxyridis,Enns Entomology Museum,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,2016
Ashland,521,Harmonia axyridis,Harmonia,axyridis,,LEGP,Rural,Jeromesville,,,,5-Aug-01,2001,2000,2000-2004,1980-2000,3Haxyridis,Enns Entomology Museum,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,2016
Ashland,515,Harmonia axyridis,Harmonia,axyridis,,LEGP,Rural,2 mi. south of Savannah,,,,2-Aug-01,2001,2000,2000-2004,1980-2000,3Haxyridis,Enns Entomology Museum,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,2016
Ashland,2155,Cycloneda munda,Cycloneda,munda,,LEGP,Rural,,,,,24-May-86,1986,1980,1985-1989,1980-2000,2Csept,Brigham Young University,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,1992
Ashland,2154,Cycloneda munda,Cycloneda,munda,,LEGP,Rural,,,,,24-May-86,1986,1980,1985-1989,1980-2000,2Csept,Brigham Young University,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,1992
Ashland,899,Coleomegilla maculata,Coleomegilla,maculata,,LEGP,Rural,"Loudonville Village,  Mohican State Park",,,,19-Jul-73,1973,1970,1970-1974,1950-1970,1Pre-invasion,Boonshoft Musuem of Discovery,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,1992
Ashland,518,Harmonia axyridis,Harmonia,axyridis,,LEGP,Rural,Jeromesville,,,,5-Aug-01,2001,2000,2000-2004,1980-2000,3Haxyridis,Enns Entomology Museum,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,2016
Ashland,2116,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Rural,,,,,24-May-86,1986,1980,1985-1989,1980-2000,2Csept,Brigham Young University,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,1992
Ashland,2107,Psyllobora vigintimaculata,Psyllobora,vigintimaculata,,LEGP,Rural,,,,,24-May-86,1986,1980,1985-1989,1980-2000,2Csept,Brigham Young University,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,1992
Ashland,519,Harmonia axyridis,Harmonia,axyridis,,LEGP,Rural,Jeromesville,,,,5-Aug-01,2001,2000,2000-2004,1980-2000,3Haxyridis,Enns Entomology Museum,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,2016
Ashland,4909,Propylea quatuordecimpunctata,Propylea,quatuordecimpunctata,,LEGP,Rural,"179 Ronald Ave, Ashland, OH",40.868767; -82.300794,home garden,sticky trap,,2014,2010,2010-2014,2010-2018,4Pquat,Buckeye Lady Beetle Blitz,BLBB,R#  972 ,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,2016
Ashland,2156,Cycloneda munda,Cycloneda,munda,,LEGP,Rural,,,,,24-May-86,1986,1980,1985-1989,1980-2000,2Csept,Brigham Young University,Museum,,ASD,24,ASHLAND,3,39005,53139,52523,47507,N,1400,920,41.067,40.555,-82.124,-82.438,426.68,6,-82.27069362,40.84582808,1992
